id,name,negeri_id,daerah_id,mukim_id
30521001,WAKAF,3,305,30521
30522001,BANIR BELIKONG,3,305,30522
30522002,KOLAM TEMBESU,3,305,30522
30524001,MERKANG,3,305,30524
30525002,CHERANG TULI,3,305,30525
30527001,PENGKALAN PAUH,3,305,30527
30527002,TOK ADAM,3,305,30527
30527003,PENGKALAN,3,305,30527
30528001,PERMATANG SUNGKAI,3,305,30528
30529001,SELIGI,3,305,30529
30530001,SELISING,3,305,30530
30531002,SUNGAI PETAI,3,305,30531
30531003,AIR TAWAR,3,305,30531
30531004,KETEREH TUGAL,3,305,30531
30531005,KAMPUNG BESAR,3,305,30531
30531006,GONG KEDAK,3,305,30531
30531007,TOK BALI,3,305,30531
30531008,LEMBAH,3,305,30531
30605002,BUKIT PAUH,3,306,30605
30606001,JEDOK,3,306,30606
30609001,BATU GARAM,3,306,30609
30609002,GUAL IPOH,3,306,30609
30609003,KUALA PAKU,3,306,30609
30609004,BECHAH LAUT,3,306,30609
30609005,TERASIL,3,306,30609
30611002,LAWANG,3,306,30611
30611003,LALANG PEPUYU,3,306,30611
30612001,PADANG SIAM,3,306,30612
30612002,BECHAH PELETING,3,306,30612
30612003,BANGGUL JENERIH,3,306,30612
30613001,NIBONG,3,306,30613
30613002,BUKIT BUNGA,3,306,30613
30614001,PALOH,3,306,30614
30614003,BUKIT MAS,3,306,30614
30616001,SOKOR,3,306,30616
30616002,KUALA TIGA,3,306,30616
30616003,SOKOR,3,306,30616
30617002,BUKIT PANAU,3,306,30617
30618002,TEBING TINGGI,3,306,30618
30709002,KELABORAN,3,307,30709
30710001,KETIL,3,307,30710
30714001,MORAK,3,307,30714
30714002,TOK JANGGUT,3,307,30714
30716001,KEBAKAT,3,307,30716
30716002,PALEKBANG,3,307,30716
30717001,SEDAR,3,307,30717
30719001,SELEHONG,3,307,30719
30721001,JEJULUK,3,307,30721
30721002,SIMPANGAN,3,307,30721
30721003,BENDANG PAK YONG,3,307,30721
30722001,PULAU SERATUS,3,307,30722
30722002,KOK KELI,3,307,30722
30722003,SUNGAI PINANG,3,307,30722
30722004,KOK PASIR,3,307,30722
30722005,TELOK RANJUNA,3,307,30722
30722006,LAUT,3,307,30722
30722007,PULAU BESAR,3,307,30722
30722008,MAK NERALANG,3,307,30722
30726001,TUJOH,3,307,30726
30726002,JUBAKAR PANTAI,3,307,30726
30728001,PADANG ROKMA,3,307,30728
30728002,PASIR PEKAN,3,307,30728
30728003,CHENDERONG BATU,3,307,30728
30728004,WAKAF DELIMA,3,307,30728
30728005,ALUR PASIR,3,307,30728
30728006,BUKIT,3,307,30728
30740001,DALAM RHU,3,307,30740
30740002,BANDAR TUMPAT,3,307,30740
30801001,BATU PAPAN,3,308,30801
30803001,KUALA BETIS,3,308,30803
30803002,PASIR TUMBOH,3,308,30803
30803003,BERTAM BHARU,3,308,30803
30804001,KETIL,3,308,30804
30806001,LIMAU KASTURI,3,308,30806
30807001,PULAI,3,308,30807
30808001,RELAI UTARA,3,308,30808
30808002,RELAI SELATAN,3,308,30808
30809001,RENOK,3,308,30809
31001001,BATU LADA,3,310,31001
31003001,KESEDAR CHEMBUNG,3,310,31003
31003002,ENGGONG,3,310,31003
31004001,KARANGAN (MANJOR UTARA),3,310,31004
31004002,GAJAH BARAT,3,310,31004
31005001,KANDEK,3,310,31005
31006001,KENOR,3,310,31006
31006002,BATU BALAI,3,310,31006
31006003,SUNGAI DURIAN,3,310,31006
31006004,KESEDAR BATU MENGKUBANG,3,310,31006
31007001,KUALA GRIS,3,310,31007
31008002,KUCHIL,3,310,31008
31009001,PASIR ERA,3,310,31009
31009002,PEDAL,3,310,31009
31010001,TEMALIR,3,310,31010
31010003,PAHI BARAT,3,310,31010
31011001,KUALA PERGAU,3,310,31011
31011002,DABONG,3,310,31011
31012001,SERASA,3,310,31012
31012002,KEMUBU,3,310,31012
31015003,MANEK URAI SELATAN,3,310,31015
31015004,SUNGAI PERIA,3,310,31015
31016001,SUNGAI SAN,3,310,31016
31016002,LALOH (MANJOR SELATAN),3,310,31016
31017001,TELEKONG UTARA,3,310,31017
31017002,KEROH,3,310,31017
31103001,GEMANG,3,311,31103
31103002,LEGEH,3,311,31103
31103003,PENDOK,3,311,31103
31103004,BERDANG,3,311,31103
31103005,AYER LANAS,3,311,31103
31103006,JELI,3,311,31103
31105001,KALAI,3,311,31105
31106001,KUALA BALAH,3,311,31106
31106002,BUKIT SELAR,3,311,31106
31106003,KUALA BALAH UTARA,3,311,31106
31106004,KUBOR DATU,3,311,31106
31106005,LUBOK BONGOR,3,311,31106
40101001,ALAI,4,401,40101
40102001,BARU TIANG DUA,4,401,40102
40102002,PENGKALAN MINYAK,4,401,40102
40103001,BACHANG,4,401,40103
40104001,BALAI PANJANG/PDG.BAKAR BATU,4,401,40104
40105001,BATU BERENDAM,4,401,40105
40105002,SUNGAI PUTAT,4,401,40105
40106001,BERTAM MALIM,4,401,40106
40107001,BARU BUKIT BERUANG,4,401,40107
40107002,BARU AIR KEROH,4,401,40107
40107004,BUKIT BERUANG,4,401,40107
40108001,BUKIT KATIL,4,401,40108
40109001,PAYA DALAM,4,401,40109
40109004,TAMBAK PAYA,4,401,40109
40110001,BUKIT PIATU,4,401,40110
40111001,BARU BUKIT RAMBAI,4,401,40111
40111002,BUKIT RAMBAI,4,401,40111
40111003,BATANG TIGA,4,401,40111
40111004,BARU AYER SALAK,4,401,40111
40117002,KLEBANG KECIL,4,401,40117
40120001,PADANG TEMU,4,401,40120
40121001,PAYA RUMPUT,4,401,40121
40122001,PERINGGIT,4,401,40122
40123001,PERNU,4,401,40123
40124001,ATAP,4,401,40124
40124002,SEMABOK,4,401,40124
40125001,PAYA RUMPUT,4,401,40125
40127002,PANTAI,4,401,40127
40201001,AIR PANAS,4,402,40201
40202001,BATANG MELAKA,4,402,40202
40202002,BARU ON LOK,4,402,40202
40203001,BUKIT SENGGEH SELANDAR,4,402,40203
40204001,BARU PARIT KELILING,4,402,40204
40204002,CHABAU,4,402,40204
40205001,CENDEREH,4,402,40205
40205002,CIN CIN,4,402,40205
40206001,COHONG,4,402,40206
40207001,SEMPANG KERAYONG,4,402,40207
40207002,BT.17-18 JLN.MELAKA/AIR BAROK,4,402,40207
40207003,AYER MERBAU,4,402,40207
40208001,JUS,4,402,40208
40209001,KESANG BARAT,4,402,40209
40209002,KESANG TUA,4,402,40209
40210001,MERLIMAU BARAT,4,402,40210
40210002,MERLIMAU TIMOR,4,402,40210
40211001,NYALAS,4,402,40211
40211002,BARU PONDOK BATANG,4,402,40211
40211003,FELDA BUKIT SENGGEH,4,402,40211
40212001,BARU BUKIT KATONG BATU 21 RIM,4,402,40212
40212002,RIM,4,402,40212
40212003,KELUBI,4,402,40212
40213002,BATU GAJAH,4,402,40213
40214001,BARU BUKIT SEDANAN,4,402,40214
40214002,SELANDAR,4,402,40214
40214003,PONDOK KEMPAS,4,402,40214
40215001,SEMPANG,4,402,40215
40216001,SERI MENDAPAT MERLIMAU,4,402,40216
40217001,PULAI,4,402,40217
40217002,SERKAM DARAT,4,402,40217
40217003,SERKAM,4,402,40217
40218001,SUNGAI RAMBAI TIMOR,4,402,40218
40218002,SUNGAI RAMBAI BARAT,4,402,40218
40219001,TEDUNG,4,402,40219
40220001,BUKIT TEMBAKAU,4,402,40220
40220002,UMBAI,4,402,40220
40270001,ASAHAN,4,402,40270
40301002,AIR PAK ABAS ALOR GAJAH,4,403,40301
40302001,BELIMBING DALAM,4,403,40302
40303001,BERINGIN/PANCHUR,4,403,40303
40304001,BERISU,4,403,40304
40305002,BUKIT TAMBUN,4,403,40305
40305003,GANGSA,4,403,40305
40306001,GADEK,4,403,40306
40307001,KELAMAK,4,403,40307
40308001,HUTAN PERCA,4,403,40308
40308002,KEMUNING ALOR GAJAH,4,403,40308
40309001,KUALA LINGGI,4,403,40309
40310001,TENGAH,4,403,40310
40310002,TELOK BELANGA,4,403,40310
40310003,BARU KUALA SG. BARU,4,403,40310
40310004,SOLOK AIR BATU,4,403,40310
40310005,KUALA SUNGAI BARU,4,403,40310
40311001,BARU LENDU,4,403,40311
40311002,LENDU,4,403,40311
40312001,FELDA MENGGONG,4,403,40312
40312002,MACAP BARU,4,403,40312
40312003,AIR PASIR,4,403,40312
40312004,BARU PERMAI MACAP UMBOO,4,403,40312
40312005,BUKIT BULAT,4,403,40312
40313002,PAYA RUMPUT MASJID TANAH,4,403,40313
40313003,AIR LIMAU,4,403,40313
40314001,MELAKA PINDAH,4,403,40314
40315001,MELEKEK LUAR,4,403,40315
40315002,LUBOK KEPONG,4,403,40315
40316001,PADANG SEBANG,4,403,40316
40317001,PARIT MELANA,4,403,40317
40318001,PEGUH DALAM,4,403,40318
40318002,PAYA DATUK,4,403,40318
40319001,PULAU SEBANG,4,403,40319
40320001,RAMUAN CINA BESAR,4,403,40320
40322001,REMBIA,4,403,40322
40323001,AIR MOLEK KUALA SG. BARU,4,403,40323
40323002,PULAU,4,403,40323
40323003,TELOK GONG,4,403,40323
40323004,SUNGAI TUANG,4,403,40323
40323005,LUBOK REDAN,4,403,40323
40323006,SERI JERAM,4,403,40323
40323007,UJONG PADANG,4,403,40323
40323008,BARU PAYA MENGKUANG,4,403,40323
40324001,AIR HITAM PANTAI,4,403,40324
40324002,SOLOK DUKU,4,403,40324
40325001,PENGKALAN BALAK,4,403,40325
40325002,TANJONG BIDARA,4,403,40325
40325003,LONDANG,4,403,40325
40325004,BALIK BATU,4,403,40325
40326001,SUNGAI BULOH,4,403,40326
40327001,SUNGAI PETAI,4,403,40327
40328001,SUNGAI JERNEH,4,403,40328
40328002,SUNGAI SIPUT,4,403,40328
40329001,TABOH NANING/CERANA PUTIH,4,403,40329
40329002,SIMPANG EMPAT,4,403,40329
40330001,TANJUNG RIMAU DALAM,4,403,40330
40331001,TEBONG,4,403,40331
40340001,PEKAN ALOR GAJAH,4,403,40340
50101002,BARU TITI,5,501,50101
50101003,BARU SUNGAI MUNTOH,5,501,50101
50102001,KAMPUNG KEMIN,5,501,50102
50102002,PERGAI,5,501,50102
50102003,LARONG,5,501,50102
50102004,ULU JELEBU,5,501,50102
50103001,BARU DURIAN TIPUS,5,501,50103
50103002,TERIANG,5,501,50103
50103003,SEPERI,5,501,50103
50103004,GAGU,5,501,50103
50104002,CHENNAH,5,501,50104
50105001,BARU LADANG JELEBU,5,501,50105
50105002,KUALA KLAWANG/SARIN,5,501,50105
50107003,KAMPUNG RANGKAIAN,5,501,50107
50107004,BATU SERAMBAI,5,501,50107
50107006,KAMPUNG GEYLANG,5,501,50107
50107007,SIMPANG GELAMI,5,501,50107
50108001,KAMPUNG RANGKAIAN,5,501,50108
50108002,JERANG,5,501,50108
50108003,SUNGAI BULOH,5,501,50108
50108005,KAMPUNG FELCRA BELIA LAKAI,5,501,50108
50108007,PETASEH,5,501,50108
50108008,KAMPUNG RANGKAIAN,5,501,50108
50201001,AMPANG TINGGI,5,502,50201
50201002,MELANG,5,502,50201
50201003,KAMPUNG GEMURUH,5,502,50201
50201004,PARIT,5,502,50201
50201005,KUALA SERDANG,5,502,50201
50201006,KAMPUNG PARIT SEBERANG,5,502,50201
50202001,TAPAK,5,502,50202
50202002,PADANG LEBAR,5,502,50202
50202003,KERU,5,502,50202
50202004,TERENTANG,5,502,50202
50202008,KAMPUNG MAJAU,5,502,50202
50203001,KUALA JEMAPOH,5,502,50203
50203003,SAWAH LEBAR,5,502,50203
50203004,SRI JEMAPOH,5,502,50203
50203005,SUNGAI DUA KECIL,5,502,50203
50203006,GENTAM,5,502,50203
50203007,DIOH,5,502,50203
50203008,SUNGAI DUA BESAR,5,502,50203
50203009,BETING,5,502,50203
50203010,BARU KUALA JEMAPOH,5,502,50203
50203012,SUNGKAK DAN KUALA SG. DUA,5,502,50203
50204001,TANGGAI,5,502,50204
50204002,TUMANG,5,502,50204
50204004,KAMPUNG GATING,5,502,50204
50204005,TULANG RIMAU,5,502,50204
50204006,KAMPUNG AIR MAWANG,5,502,50204
50204007,MELEKAI,5,502,50204
50204008,KAMPUNG TANGKOH,5,502,50204
50204009,SIMAT,5,502,50204
50204010,NURI,5,502,50204
50204011,KUALA JOHOL,5,502,50204
50204012,MASJID TUA,5,502,50204
50204013,RENGGOH,5,502,50204
50205002,REMBANG PANAS,5,502,50205
50205003,TERUSAN SEBERANG,5,502,50205
50205004,TERUSAN,5,502,50205
50205005,JUASSEH PEKAN,5,502,50205
50205006,JUASEH TENGAH,5,502,50205
50205007,BARU BUKIT GELUGOR,5,502,50205
50206001,KEPIS BARU,5,502,50206
50206002,MALAN,5,502,50206
50206003,KEPIS ULU,5,502,50206
50206004,TEMERIS,5,502,50206
50206005,GEDUHOM,5,502,50206
50206006,KEPIS HILIR,5,502,50206
50207001,LANGKAP,5,502,50207
50208001,BEMBAN,5,502,50208
50208002,BATU 46 SENALING K.PILAH,5,502,50208
50208003,KAMPUNG MARA PARIT TINGGI,5,502,50208
50208004,SENALING,5,502,50208
50208005,KAMPUNG RANGKAIAN,5,502,50208
50208006,GACHONG,5,502,50208
50208007,BETING,5,502,50208
50208008,TANAH MELINTANG,5,502,50208
50208009,SRI PILAH,5,502,50208
50210001,BUYAU,5,502,50210
50210002,SRI MENANTI,5,502,50210
50210003,PULAU,5,502,50210
50210004,TENGAH,5,502,50210
50210005,GUNUNG PASIR,5,502,50210
50210006,MERTANG,5,502,50210
50210007,GAMIN,5,502,50210
50210008,MERUAI,5,502,50210
50210009,TANJONG IPOH,5,502,50210
50211001,IBOL,5,502,50211
50211003,BARU LANJUT MANIS,5,502,50211
50211005,TALANG ULU,5,502,50211
50211006,ULU BENDUL,5,502,50211
50211007,BARU ULU BENDUL,5,502,50211
50211008,KUALA TALANG,5,502,50211
50211009,ULU PARIT,5,502,50211
50211010,AIR HITAM,5,502,50211
50301001,JIMAH LAMA,5,503,50301
50301002,BARU TANAH MERAH SITE A,5,503,50301
50301003,SAWAH,5,503,50301
50301004,JIMAH BARU,5,503,50301
50301005,CHUAH,5,503,50301
50301006,BARU SUNGAI NIPAH N.S.,5,503,50301
50303004,SAWAH SUNGGALA,5,503,50303
50303005,TANJONG AGAS,5,503,50303
50303006,TELOK PELANDOK,5,503,50303
50304001,ARAB,5,503,50304
50304002,PAYA,5,503,50304
50304003,LUKUT,5,503,50304
50304004,KAMPUNG AIR MELELEH/GELAM,5,503,50304
50305001,SI RUSA,5,503,50305
50305002,BAGAN PINANG,5,503,50305
50305003,TELOK KEMANG,5,503,50305
50305004,BARU SI RUSA,5,503,50305
50401001,SEBERANG BATU HAMPAR,5,504,50401
50401002,BATU HAMPAR,5,504,50401
50402001,BONGEK,5,504,50402
50402002,KAMPUNG PADANG LEBAR/SUNGAI LAYANG,5,504,50402
50403001,KAMPUNG AIR HITAM,5,504,50403
50404001,KAMPUNG LADA/ CHENGKAU,5,504,50404
50404002,CHENGKAU ULU,5,504,50404
50405001,BATANG NYAMOR,5,504,50405
50405002,KAMPUNG KOTA PEKAN,5,504,50405
50405003,SERI KENDONG,5,504,50405
50405004,GADONG,5,504,50405
50406001,KAMPUNG KUNDUR HILIR,5,504,50406
50407001,ASTANA RAJA,5,504,50407
50408001,KAMPUNG LEGUNG ULU,5,504,50408
50409001,MIKU,5,504,50409
50410001,KAMPUNG PENAJIS BANDAR,5,504,50410
50410002,PULAU MAMPAT,5,504,50410
50411001,PEDAS HILIR,5,504,50411
50411002,KAMPUNG PEDAS TENGAH,5,504,50411
50412001,PILIN,5,504,50412
50413001,KAMPUNG SERI LAYANG JAYA,5,504,50413
50413002,BATU,5,504,50413
50413003,MIKU PINDAH,5,504,50413
50413004,SELEMAK,5,504,50413
50414001,SEMERBOK,5,504,50414
50415001,KAMPUNG SEPRI,5,504,50415
50415002,CHEMBONG HOLT,5,504,50415
50416001,KAMPUNG SENAMA/ TANJUNG KLING,5,504,50416
50416002,KAMPUNG MAMPONG/ PERIGI JERNIH,5,504,50416
50417001,TITIAN BINTANGOR,5,504,50417
50417002,SUNGAI TIMUN,5,504,50417
50417003,LUBOK CHINA,5,504,50417
50417004,SAWAH RAJA,5,504,50417
50501001,BARU SIKAMAT,5,505,50501
50501002,SUNGAI LANDAK,5,505,50501
50501003,PAROI,5,505,50501
50501004,KAMPUNG JALAN JELEBU,5,505,50501
50502009,PELEGONG,5,505,50502
50503001,SUNGAI MACHANG ILIR,5,505,50503
50503002,SUNGAI JAI,5,505,50503
50503003,KAMPUNG BARU PANTAI,5,505,50503
50503004,MENDOM,5,505,50503
50503005,BARU BROGA,5,505,50503
50503006,BARU PAROI,5,505,50503
50503007,LENGGENG,5,505,50503
50503008,BARU ULU BERANANG,5,505,50503
50503009,DACING,5,505,50503
50503010,KAMPUNG RANGKAIAN,5,505,50503
50503011,ULU BERANANG,5,505,50503
50504001,KAMPUNG RANGKAIAN,5,505,50504
50505001,LINSUM,5,505,50505
50505002,BEMBAN,5,505,50505
50505003,RANTAU,5,505,50505
50505004,KANCONG,5,505,50505
50505005,KAMPUNG SRI LALANG,5,505,50505
50505006,KUALA SAWAH,5,505,50505
50505007,NYATOH,5,505,50505
50505008,SOLOK,5,505,50505
50505009,SEGA,5,505,50505
50505010,KAMPUNG FELDA SENDAYAN,5,505,50505
50505011,KAMPUNG SILIAU,5,505,50505
50506001,BARU RASAH,5,505,50506
50506002,BARU MAMBAU,5,505,50506
50506003,KAMPUNG RANGKAIAN,5,505,50506
50506004,KAMPUNG BATU 3 MAMBAU,5,505,50506
50506005,KAMPUNG BARU RAHANG,5,505,50506
50506006,RASAH,5,505,50506
50507001,KAMPUNG MERBAH INDAH,5,505,50507
50507002,BUKIT TEMIANG,5,505,50507
50507003,KAMPUNG BUKIT MERBAH,5,505,50507
50508001,GEBOK,5,505,50508
50508002,SG. MAHANG,5,505,50508
50508003,KAMPUNG MANTIN DALAM,5,505,50508
50508004,LABU HILIR,5,505,50508
50508005,NILAI,5,505,50508
50508006,BARU MANTIN,5,505,50508
50508007,BARU PAJAM,5,505,50508
50508010,JIJAN,5,505,50508
50602002,SERI GEMENCHEH,5,506,50602
50602003,LADANG,5,506,50602
50602004,BANGKAHULU,5,506,50602
50602005,FELDA PASIR BESAR,5,506,50602
50602006,LONDAH,5,506,50602
50602007,FELDA SUNGAI KELAMAH,5,506,50602
50602008,ULU LADANG,5,506,50602
50602009,KAMPUNG SRI GEMAS,5,506,50602
50602010,KAMPUNG BARU GEMAS,5,506,50602
50603001,SUNGAI DUA,5,506,50603
50603002,GEMENCHEH LAMA,5,506,50603
50603003,TENGAH,5,506,50603
50603004,TENAI AIR GELUGOR,5,506,50603
50603005,FELDA BUKIT ROKAN,5,506,50603
50603006,GEDOK,5,506,50603
50603007,KAMPUNG SUNGAI JERNIH,5,506,50603
50603008,KAMPUNG PARIT BULUH,5,506,50603
50603009,KAMPUNG PULAU/AIR RAWA,5,506,50603
50603010,ULU ROKAN,5,506,50603
50603011,FELDA BUKIT ROKAN UTARA,5,506,50603
50603012,BATANG ROKAN,5,506,50603
50603013,BARU GEDOK,5,506,50603
50604001,KERU,5,506,50604
50605001,KAMPUNG SRI ASAHAN (MUKIM REPAH),5,506,50605
50605002,BARU TAMPIN,5,506,50605
50605003,ULU YOH BARU,5,506,50605
50605004,ULU REPAH,5,506,50605
50605005,REPAH,5,506,50605
50605006,PUNGGOR,5,506,50605
50607001,KAMPUNG TEBONG/ PONDOI,5,506,50607
50702001,LONEK,5,507,50702
50702002,KUALA KEPIS BKT TEMPURUNG,5,507,50702
50702003,JAMBU LAPAN,5,507,50702
50702004,BKT KELULUT KUALA SIALANG,5,507,50702
50702005,KUALA JEMPOL,5,507,50702
50702006,BATU KIKIR,5,507,50702
50703001,BATU DUA JLN GEMAS,5,507,50703
50703003,LADANG GEDDES,5,507,50703
50703004,SERI ROMPIN,5,507,50703
50703005,BARU ROMPIN,5,507,50703
50703006,JERAM PANJANG,5,507,50703
50704001,KAMPUNG SERI MAHSAN,5,507,50704
50704002,CINA,5,507,50704
50704003,FELDA SG. LUI,5,507,50704
50705001,BARU FELCRA AYER HITAM,5,507,50705
50705002,BAYAI LAMA,5,507,50705
50705003,BAYAI BARU,5,507,50705
50705004,BARU CINA AYER HITAM,5,507,50705
50705005,GAJAH MATI,5,507,50705
50705006,SERTING HULU,5,507,50705
50705007,SERTING HILIR,5,507,50705
50705008,SERTING TENGAH AYER KELI,5,507,50705
50772001,BATU 2 JLN TAMPIN,5,507,50772
50772002,BATU 1 JLN. TAMPIN,5,507,50772
50772003,JELAI,5,507,50772
50772004,BAKAR BATU,5,507,50772
50772005,TAMAN JAYA,5,507,50772
60101001,REPAS,6,601,60101
60101002,BENUS,6,601,60101
60101003,JANDA BAIK,6,601,60101
60101004,GEMETI,6,601,60101
60101005,BARU SUNGAI GEMETI,6,601,60101
60101006,BUKIT TINGGI,6,601,60101
60101007,KUALA REPAS/JLN. TRAS BENTONG,6,601,60101
60101011,PERTING,6,601,60101
60102002,SUNGAI DUA,6,601,60102
60102003,CHINTA MANIS,6,601,60102
60102004,JAMBU RIAS LENGKONG,6,601,60102
60102005,KARAK,6,601,60102
60102006,TEROH,6,601,60102
60103001,BUKIT GAJAH,6,601,60103
60103002,SIMPANG PELANGAI,6,601,60103
60103003,CHEMOMOI,6,601,60103
60103004,SHAFIE,6,601,60103
60103005,TELEMONG,6,601,60103
60103006,SHAFIE (ULU SEMIE),6,601,60103
60103007,LURAH BILUT,6,601,60103
60103008,BARU SPG PELANGAI,6,601,60103
60103009,SUNGAI GAPOI,6,601,60103
60103010,MANCHIS,6,601,60103
60201001,TRINGKAP,6,602,60201
60201002,RAJA,6,602,60201
60201003,KEA FARM,6,602,60201
60201004,KUALA TERLA,6,602,60201
60202001,LEMBAH BERTAM,6,602,60202
60202002,RINGLET,6,602,60202
60203001,BRINCHANG,6,602,60203
60203002,TANAH RATA,6,602,60203
60301001,RANCANGAN TANAH PEMUDA,6,603,60301
60301002,BUKIT KETUPAT,6,603,60301
60301003,DURIAN HIJAU,6,603,60301
60301004,BUKIT DINDING,6,603,60301
60302001,PERLOK,6,603,60302
60302002,ULU CHEKA,6,603,60302
60302003,BAHARU,6,603,60302
60302004,SOM,6,603,60302
60303006,PAGI,6,603,60303
60303007,PASIR DURIAN,6,603,60303
60303008,FELDA SUNGAI RETANG,6,603,60303
60303009,BANTAL/PELING,6,603,60303
60303010,PULAU BESAR/MAT DALING,6,603,60303
60303011,KUALA TEMBELING,6,603,60303
60303012,SEPIAL,6,603,60303
60303013,TANJONG JELAI,6,603,60303
60304001,KELOLA,6,603,60304
60304002,SOKTI,6,603,60304
60306001,JERANTUT FERI,6,603,60306
60306002,LADANG JERANTUT,6,603,60306
60306003,LADA,6,603,60306
60306004,SUNGAI PAR ULU,6,603,60306
60306005,MAT KILAU,6,603,60306
60306006,SUNGAI PAR,6,603,60306
60306007,BARU SUNGAI JAN,6,603,60306
60306008,PEDAH,6,603,60306
60306009,SUNGAI LEKOK,6,603,60306
60307001,FELDA SUNGAI TEKAM,6,603,60307
60307002,PERAK,6,603,60307
60307003,FELDA KOTA GELANGGI DUA,6,603,60307
60307004,FELDA KOTA GELANGGI TIGA,6,603,60307
60307005,PERIAN,6,603,60307
60307006,KEDONDONG,6,603,60307
60307007,FELDA KESUMBA JENGKA 9,6,603,60307
60307008,KUBANG SEKENDAL,6,603,60307
60307009,FELDA MELUR (JENGKA 12),6,603,60307
60307010,PPP TUN RAZAK SUNGAI TEKAM,6,603,60307
60307011,FELDA KOTA GELANGGI SATU,6,603,60307
60307012,GINTONG,6,603,60307
60307013,FELDA PUTRI MALU JENGKA 13,6,603,60307
60307014,FELDA MAWAR JENGKA 10,6,603,60307
60307015,MASJID,6,603,60307
60307016,FELDA SUNGAI TEKAM UTARA,6,603,60307
60307017,TEMIN,6,603,60307
60307018,FELDA JENGKA 8,6,603,60307
60307019,SIN LAM MOH ESTATE,6,603,60307
60307020,BUKIT RANG,6,603,60307
60308001,SIMPANG TEBING TINGGI,6,603,60308
60308002,KUALA TEH,6,603,60308
60308003,PAYA TEH,6,603,60308
60308004,JERANSONG,6,603,60308
60308005,LATA KASAH,6,603,60308
60308006,PULAU MANSOK,6,603,60308
60308007,BATU EMBUN,6,603,60308
60308008,JERANSANG,6,603,60308
60308009,BUKIT GENTING-BATU KAWAH,6,603,60308
60308010,TEBING TINGGI,6,603,60308
60308011,BUKIT NEKMAT HILIR,6,603,60308
60308012,BUKIT NIKMAT UTARA,6,603,60308
60308013,PADANG PIOL SEBERANG,6,603,60308
60310001,PASIR SIA,6,603,60310
60310002,GOL,6,603,60310
60310003,KUALA TAHAN,6,603,60310
60310004,JONG BERLABOH,6,603,60310
60310005,SELIMBAR,6,603,60310
60310006,MERTING,6,603,60310
60310007,CHEBONG,6,603,60310
60401001,LADANG JERAM,6,604,60401
60401002,PELINDONG,6,604,60401
60401003,BATU HITAM,6,604,60401
60401005,PANTAI BESERAH,6,604,60401
60402001,FELDA SG. PANCING UTARA,6,604,60402
60402002,KUALA KENAU SG. LEMBING,6,604,60402
60402003,SG. RIMAU DAN KOLONG PAHAT,6,604,60402
60402004,SEBERANG SG. LEMBING,6,604,60402
60402005,JERAM TAKAR,6,604,60402
60402006,MELAYU SG. LEMBING,6,604,60402
60402007,MYAH SG. LEMBING KTN PHG.,6,604,60402
60402008,SG. LEMBING,6,604,60402
60402009,FELDA SG. PANCING SELATAN,6,604,60402
60402010,BATU 6 SG. LEMBING/KOLEK,6,604,60402
60403001,GELUGOR,6,604,60403
60403002,PAYA BUNGOR,6,604,60403
60403003,PAYA RAMBUTAN,6,604,60403
60404001,FELDA SG. PANCING TIMOR,6,604,60404
60404002,PANDAN SATU KUANTAN,6,604,60404
60404003,PASIR KEMUDI,6,604,60404
60404004,BUKIT SEKILAU,6,604,60404
60404005,PULAU MANIS,6,604,60404
60404006,BATU LAPAN TIGA SUKU,6,604,60404
60404019,SUNGAI SOI KUANTAN,6,604,60404
60404020,GUDANG RASAU,6,604,60404
60404021,MAHKOTA BT. 12 JLN. GAMBANG,6,604,60404
60404022,TANAH PUTEH FERI,6,604,60404
60404023,BELUKAR,6,604,60404
60404024,GALING BESAR,6,604,60404
60404025,BKT KUIN II BANJIR,6,604,60404
60404026,PANCHING,6,604,60404
60404027,KEMPADANG,6,604,60404
60404028,PERMATANG BADAK,6,604,60404
60404029,BUKIT KUANTAN FELDA,6,604,60404
60404030,BATU TIGA JLN. GAMBANG KTN,6,604,60404
60404031,TIRAI,6,604,60404
60404032,TANJUNG PUTUS,6,604,60404
60404033,PERAMU,6,604,60404
60404034,PADANG,6,604,60404
60404035,BATU 16 GAMBANG,6,604,60404
60405001,CHEROK PALOH,6,604,60405
60405002,HIJRAH TEBING TINGGI,6,604,60405
60405003,UBAI,6,604,60405
60405004,SEMANGAT,6,604,60405
60405005,CHEMPAKA,6,604,60405
60405006,SEPAT/SG.DUA,6,604,60405
60405007,KUALA PENOR,6,604,60405
60405008,PAHANG,6,604,60405
60501009,TELOK GUNONG,6,605,60501
60501010,BUKIT KOTA,6,605,60501
60501011,SUNGAI ULAR,6,605,60501
60502001,BARU BENTA,6,605,60502
60502002,CHAT,6,605,60502
60502003,BUDU,6,605,60502
60502004,PERUANG MUKIM BUDU,6,605,60502
60502005,TERAP,6,605,60502
60502006,BENTA,6,605,60502
60502007,TUALANG PADANG,6,605,60502
60503001,KUALA KENONG,6,605,60503
60503002,LENTANG,6,605,60503
60503003,TALUS,6,605,60503
60503004,LIMAU PURUT,6,605,60503
60503005,RELAI,6,605,60503
60503006,GEMUNCHOR,6,605,60503
60503007,SAMAK,6,605,60503
60503008,MELA,6,605,60503
60503009,TG. BULOH,6,605,60503
60503010,BATU 9 KUALA KENONG,6,605,60503
60503011,PASU,6,605,60503
